index,word,frequency
2518,"smith",6103
2519,"mając",6101
2520,"bać",6100
2521,"wieczoru",6099
2522,"meksyku",6099
2523,"zajmij",6098
2524,"projekt",6091
2525,"oczywiste",6090
2526,"gościem",6090
2527,"pieprzone",6090
2528,"kelly",6087
2529,"kamery",6079
2530,"większe",6076
2531,"powodów",6073
2532,"dzieciaka",6070
2533,"wejście",6069
2534,"mylisz",6069
2535,"bedzie",6062
2536,"thomas",6061
2537,"babcia",6060
2538,"nosić",6054
2539,"znalazła",6053
2540,"klubu",6053
2541,"okazję",6047
2542,"chłopcem",6047
2543,"połowa",6046
2544,"niebie",6042
2545,"czyste",6040
2546,"kolor",6038
2547,"cholerne",6037
2548,"muzykę",6035
2549,"tv",6031
2550,"drzewa",6024
2551,"najlepszą",6024
2552,"narkotyków",6021
2553,"niewiarygodne",6019
2554,"miami",6012
2555,"zrobione",6012
2556,"kumpel",6011
2557,"twego",6011
2558,"lucy",6011
2559,"żałuję",6010
2560,"wschód",6010
2561,"klientów",6009
2562,"władzę",6005
2563,"wymaga",6004
2564,"biedny",5997
2565,"uśmiech",5996
2566,"zobaczył",5994
2567,"kupiłem",5991
2568,"pomyłka",5987
2569,"carl",5985
2570,"szeryfie",5984
2571,"nareszcie",5980
2572,"pracowałem",5979
2573,"city",5977
2574,"zacznij",5974
2575,"poradzić",5972
2576,"święty",5968
2577,"wyjątkiem",5965
2578,"bilet",5964
2579,"zginie",5963
2580,"daniel",5963
2581,"żołnierze",5961
2582,"mb",5960
2583,"przyda",5957
2584,"cudowne",5954
2585,"łatwiej",5953
2586,"wyglądało",5953
2587,"złota",5953
2588,"kolana",5953
2589,"spędzić",5950
2590,"przeżyć",5947
2591,"sądzi",5945
2592,"drużyny",5944
2593,"wsparcie",5942
2594,"majorze",5940
2595,"ofiar",5932
2596,"wesołych",5930
2597,"odpowiedzialny",5926
2598,"ofiara",5921
2599,"brakowało",5919
2600,"sekret",5918
2601,"pierdolony",5917
2602,"powinny",5910
2603,"oddech",5910
2604,"zajęcia",5906
2605,"ah",5900
2606,"wykorzystać",5899
2607,"raka",5899
2608,"chcieliśmy",5898
2609,"muzyki",5894
2610,"dar",5893
2611,"siostro",5891
2612,"studia",5890
2613,"będąc",5884
2614,"jason",5883
2615,"red",5881
2616,"znał",5879
2617,"jesli",5879
2618,"słyszy",5873
2619,"Luke",5873
2620,"problemem",5872
2621,"skrzywdzić",5869
2622,"potrafią",5869
2623,"street",5868
2624,"czysto",5863
2625,"Jackson",5861
2626,"śledztwo",5856
2627,"siostrą",5849
2628,"wolałbym",5848
2629,"Susan",5848
2630,"próba",5843
2631,"sił",5842
2632,"piersi",5840
2633,"działo",5839
2634,"stopy",5834
2635,"twoimi",5833
2636,"najmniej",5832
2637,"dziewczyn",5830
2638,"witajcie",5830
2639,"plecy",5829
2640,"Elizabeth",5828
2641,"bogiem",5827
2642,"dali",5826
2643,"pijany",5825
2644,"wyspie",5824
2645,"punkcie",5823
2646,"zabójca",5821
2647,"kościół",5817
2648,"winien",5814
2649,"wszedł",5813
2650,"dziwka",5807
2651,"oddychać",5805
2652,"służby",5805
2653,"duszy",5803
2654,"zdarzyło",5800
2655,"zagrać",5798
2656,"umrę",5796
2657,"Lisa",5794
2658,"pełna",5788
2659,"pokład",5788
2660,"szacunku",5782
2661,"odbiło",5779
2662,"pozwolisz",5775
2663,"klubie",5771
2664,"czytałem",5767
2665,"wiedziałaś",5765
2666,"rąk",5763
2667,"zasad",5760
2668,"zdjęć",5753
2669,"osobę",5749
2670,"małej",5748
2671,"zróbcie",5747
2672,"wróciłeś",5743
2673,"dostałam",5742
2674,"wielkiej",5741
2675,"kontynuować",5739
2676,"Ryan",5738
2677,"oddychaj",5735
2678,"poczucie",5730
2679,"terry",5729
2680,"idealnie",5728
2681,"udawać",5724
2682,"imienia",5718
2683,"zapytaj",5716
2684,"francji",5716
2685,"udać",5715
2686,"kontrolować",5709
2687,"matko",5708
2688,"pojadę",5704
2689,"anna",5699
2690,"zauważyłem",5699
2691,"boku",5698
2692,"działania",5696
2693,"uszy",5694
2694,"zdjąć",5694
2695,"cud",5694
2696,"wysoko",5693
2697,"poszedłem",5691
2698,"movie",5687
2699,"akt",5684
2700,"drużyna",5682
2701,"pułkownik",5681
2702,"jasno",5679
2703,"park",5678
2704,"latać",5673
2705,"filmie",5673
2706,"wydawało",5670
2707,"zachowanie",5666
2708,"doszło",5665
2709,"okna",5663
2710,"przyjaciółka",5661
2711,"scott",5661
2712,"strona",5660
2713,"impreza",5652
2714,"suka",5645
2715,"ciśnienie",5644
2716,"angielsku",5641
2717,"przypuszczam",5640
2718,"posłuchajcie",5640
2719,"uważnie",5640
2720,"kartę",5639
2721,"dupie",5637
2722,"dziewięć",5635
2723,"kamień",5631
2724,"ludzkie",5631
2725,"upewnić",5628
2726,"zapłacę",5623
2727,"autobus",5621
2728,"tęsknię",5620
2729,"południu",5620
2730,"żonaty",5617
2731,"rachunek",5616
2732,"próbowałam",5616
2733,"dajesz",5616
2734,"wierz",5615
2735,"liceum",5614
2736,"wziąłem",5613
2737,"złoto",5612
2738,"odpowiedzieć",5612
2739,"biorąc",5608
2740,"stała",5607
2741,"zabiła",5604
2742,"nadziei",5601
2743,"ściany",5599
2744,"wykonać",5597
2745,"oddam",5595
2746,"odpocząć",5592
2747,"zło",5591
2748,"miej",5586
2749,"mieszkaniu",5586
2750,"cofnij",5585
2751,"profesor",5583
2752,"zrobienia",5580
2753,"ważny",5579
2754,"krwią",5579
2755,"zeszłej",5578
2756,"piekło",5576
2757,"wakacje",5576
2758,"przedtem",5576
2759,"pozwólcie",5575
2760,"pamiętać",5572
2761,"oby",5571
2762,"ust",5569
2763,"dzieła",5567
2764,"um",5566
2765,"wprost",5562
2766,"pełni",5562
2767,"najgorsze",5553
2768,"tylu",5552
2769,"obecnie",5546
2770,"scenariusz",5541
2771,"helen",5534
2772,"misja",5532
2773,"kłamiesz",5525
2774,"pojawił",5522
2775,"grozi",5521
2776,"piekła",5518
2777,"operacja",5517
2778,"wozu",5515
2779,"sąd",5515
2780,"chłopie",5513
2781,"byle",5507
2782,"hank",5507
2783,"pośpiesz",5503
2784,"karen",5503
2785,"ciemności",5495
2786,"okiem",5495
2787,"pozycji",5495
2788,"przedstawienie",5494
2789,"zasada",5489
2790,"chłopców",5488
2791,"bomby",5486
2792,"żonie",5484
2793,"kluczyki",5482
2794,"klasie",5477
2795,"ostatniego",5477
2796,"ed",5473
2797,"prawdziwego",5467
2798,"kochał",5465
2799,"znają",5464
2800,"mężczyznę",5453
2801,"mądry",5446
2802,"grasz",5446
2803,"palców",5446
2804,"idiota",5442
2805,"łóżko",5442
2806,"wodą",5439
2807,"odciski",5436
2808,"mieszkać",5435
2809,"morderca",5435
2810,"przypadkiem",5433
2811,"wolna",5427
2812,"połowie",5426
2813,"szkołę",5426
2814,"wyłączyć",5426
2815,"prysznic",5424
2816,"johna",5422
2817,"pokonać",5419
2818,"ramię",5419
2819,"mamusiu",5416
2820,"przyszłam",5415
2821,"słodkie",5414
2822,"kawałki",5413
2823,"pańskiej",5410
2824,"piwnicy",5406
2825,"wysłał",5401
2826,"zegarek",5400
2827,"dookoła",5399
2828,"ciężki",5397
2829,"polega",5397
2830,"stopni",5395
2831,"samochodem",5394
2832,"nazywał",5391
2833,"połączenie",5385
2834,"plus",5385
2835,"zastanawiałem",5372
2836,"przerwy",5369
2837,"prawdą",5366
2838,"rada",5359
2839,"pyta",5356
2840,"postawić",5354
2841,"ukradł",5353
2842,"urządzenie",5352
2843,"przystojny",5343
2844,"agencie",5343
2845,"umrzesz",5341
2846,"siedział",5339
2847,"simon",5335
2848,"własnych",5333
2849,"lotnisko",5333
2850,"phoebe",5333
2851,"zapomniałeś",5332
2852,"kupił",5329
2853,"punktu",5329
2854,"chwile",5327
2855,"zakupy",5327
2856,"szukają",5323
2857,"okazało",5319
2858,"poniedziałek",5318
2859,"palce",5315
2860,"pojedziemy",5314
2861,"ręką",5310
2862,"adam",5305
2863,"tajemnicy",5299
2864,"poprostu",5295
2865,"wstać",5294
2866,"drzewo",5290
2867,"odpowiedz",5287
2868,"zmęczona",5286
2869,"skończyła",5285
2870,"szpital",5284
2871,"wujku",5280
2872,"trakcie",5279
2873,"zostawiłem",5278
2874,"kosztuje",5276
2875,"okropnie",5275
2876,"dają",5275
2877,"kolejna",5274
2878,"wychodzić",5274
2879,"gazety",5273
2880,"okres",5270
2881,"przyjdziesz",5269
2882,"miejsc",5265
2883,"działają",5265
2884,"matce",5263
2885,"bronić",5263
2886,"zjednoczonych",5262
2887,"rzeczywistości",5260
2888,"wpadł",5260
2889,"tańczyć",5259
2890,"ameryce",5258
2891,"goście",5256
2892,"twarzą",5256
2893,"uwolnić",5256
2894,"zacznę",5254
2895,"przerwę",5246
2896,"ochrona",5244
2897,"detektywie",5241
2898,"komórki",5241
2899,"zakończyć",5241
2900,"prosił",5239
2901,"litość",5239
2902,"niedawno",5237
2903,"obrazy",5234
2904,"alice",5234
2905,"zabawny",5233
2906,"ono",5232
2907,"pełen",5231
2908,"gejem",5229
2909,"piosenkę",5227
2910,"zapomniałam",5225
2911,"rozmawiam",5224
2912,"samochody",5222
2913,"wziąłeś",5220
2914,"spotkaliśmy",5219
2915,"szacunkiem",5209
2916,"większy",5209
2917,"królowa",5209
2918,"próbuj",5209
2919,"zdaniem",5199
2920,"łazienki",5199
2921,"wpaść",5194
2922,"taniec",5194
2923,"para",5192
2924,"czysta",5190
2925,"używa",5188
2926,"szczery",5180
2927,"siła",5179
2928,"herbaty",5175
2929,"chciałabyś",5171
2930,"czekałem",5169
2931,"dźwięk",5167
2932,"tamten",5165
2933,"wspomnienia",5165
2934,"odeszła",5163
2935,"położyć",5163
2936,"sześciu",5157
2937,"kłamstwo",5155
2938,"dotyczy",5154
2939,"rusza",5154
2940,"leki",5150
2941,"siedzisz",5149
2942,"nagrodę",5147
2943,"bar",5146
2944,"pracujemy",5145
2945,"operację",5143
2946,"programu",5142
2947,"żyjemy",5140
2948,"wywiad",5134
2949,"robin",5133
2950,"jemu",5132
2951,"celi",5132
2952,"wstyd",5131
2953,"dawać",5131
2954,"pilnuj",5131
2955,"swojemu",5128
2956,"chłopakiem",5123
2957,"com",5121
2958,"palec",5119
2959,"radzę",5116
2960,"muzeum",5116
2961,"cierpię",5109
2962,"przyszło",5105
2963,"show",5103
2964,"zmarła",5100
2965,"walkę",5098
2966,"rządu",5088
2967,"znieść",5084
2968,"aresztowany",5080
2969,"julie",5077
2970,"przyjdź",5076
2971,"ważnego",5075
2972,"grane",5070
2973,"sierżant",5066
2974,"pomóżcie",5064
2975,"marty",5061
2976,"starym",5059
2977,"dostaje",5058
2978,"dupkiem",5057
2979,"pozycję",5056
2980,"starych",5054
2981,"chuja",5050
2982,"piękną",5049
2983,"przeczytać",5048
2984,"odwiedzić",5047
2985,"ostrożny",5038
2986,"opowiedzieć",5038
2987,"kolacji",5037
2988,"podobnie",5037
2989,"weźmiemy",5032
2990,"klub",5031
2991,"sa",5031
2992,"szukałem",5028
2993,"bycia",5025
2994,"poważny",5024
2995,"talent",5024
2996,"braci",5024
2997,"tatą",5021
2998,"przyjaciółką",5020
2999,"białe",5019
3000,"załatwione",5018
3001,"wiarę",5016
3002,"szybki",5016
3003,"jeff",5014
3004,"porze",5014
3005,"łączy",5013
3006,"wayne",5012
3007,"your",5012
3008,"aie",5008
3009,"ksiądz",5005
3010,"widzieli",5005
3011,"nancy",5002
3012,"starszy",5001
3013,"skończyliśmy",5000
3014,"walczył",5000
3015,"przyjechałem",4999
3016,"betty",4996
3017,"ważna",4992
3018,"gwiazda",4992
3019,"wysokości",4992
3020,"akcja",4992
3021,"wszelkie",4990
3022,"wymiar",4989
3023,"płacą",4987
3024,"zaczekajcie",4987
3025,"filmy",4986
3026,"sprawiedliwości",4981
3027,"zwycięstwo",4981
3028,"rozwiązanie",4981
3029,"lotu",4980
3030,"przenieść",4979
3031,"mężczyzny",4977
3032,"that",4974
3033,"pokaz",4971
3034,"wydział",4970
3035,"materiał",4969
3036,"clark",4966
3037,"smakuje",4966
3038,"swe",4964
3039,"kyle",4961
3040,"bezpieczeństwo",4959
3041,"poprosić",4956
3042,"michelle",4955
3043,"wdzięczny",4954
3044,"zechce",4952
3045,"wycofać",4952
3046,"czerwone",4952
3047,"skończę",4951
3048,"bądźcie",4949
3049,"żywo",4948
3050,"miejscach",4947
3051,"walce",4946
3052,"rozmawiamy",4944
3053,"ucieka",4944
3054,"oficer",4943
3055,"podpisać",4941
3056,"przeze",4940
3057,"kłamie",4940
3058,"zaczynasz",4937
3059,"umieram",4936
3060,"dziennie",4934
3061,"królową",4933
3062,"skończyło",4932
3063,"wybaczcie",4932
3064,"dowiem",4930
3065,"samotny",4930
3066,"misję",4930
3067,"istnieją",4929
3068,"kochana",4928
3069,"nauczył",4926
3070,"stu",4923
3071,"prosi",4920
3072,"piwa",4920
3073,"snu",4917
3074,"siedzę",4915
3075,"główny",4913
3076,"zrozumiałeś",4911
3077,"przysłał",4907
3078,"odwróć",4906
3079,"sypialni",4904
3080,"szczegóły",4901
3081,"wypuść",4899
3082,"niebezpieczny",4896
3083,"paryżu",4894
3084,"londynie",4890
3085,"dwadzieścia",4886
3086,"dzwonić",4880
3087,"sensie",4877
3088,"sprawach",4877
3089,"ślubu",4876
3090,"kolejną",4876
3091,"zabity",4875
3092,"pociągu",4868
3093,"poprawki",4867
3094,"wart",4864
3095,"styl",4861
3096,"zamierza",4860
3097,"nakaz",4856
3098,"deszcz",4854
3099,"dach",4852
3100,"koszmar",4850
3101,"dobrzy",4849
3102,"maszyny",4847
3103,"udaje",4847
3104,"kręci",4847
3105,"bombę",4845
3106,"załóż",4844
3107,"prowadzę",4841
3108,"specjalny",4840
3109,"wiecznie",4839
3110,"tim",4839
3111,"wodzie",4837
3112,"spod",4835
3113,"znany",4835
3114,"kłopot",4833
3115,"bzdura",4833
3116,"czekasz",4825
3117,"rolę",4823
3118,"zwrócić",4823
3119,"ekstra",4817
3120,"pozostać",4817
3121,"dostaniemy",4817
3122,"mm",4817
3123,"kawa",4812
3124,"włosów",4812
3125,"mogły",4809
3126,"żadnym",4809
3127,"robiła",4806
3128,"starczy",4804
3129,"ciemno",4804
3130,"oka",4802
3131,"nosa",4798
3132,"pogrzeb",4798
3133,"gram",4797
3134,"sieci",4795
3135,"louis",4795
3136,"swej",4790
3137,"kontrolą",4790
3138,"naturalnie",4790
3139,"zamknięty",4789
3140,"podstawie",4787
3141,"martwa",4787
3142,"musieliśmy",4785
3143,"zajęta",4785
3144,"użyj",4784
3145,"słyszeliście",4783
3146,"odrobinę",4778
3147,"następnie",4777
3148,"zejść",4776
3149,"skóry",4775
3150,"rozmawiał",4774
3151,"wchodzimy",4774
3152,"maria",4770
3153,"love",4770
3154,"straszny",4769
3155,"ochronę",4769
3156,"konie",4768
3157,"słaby",4768
3158,"bruce",4768
3159,"weźmiesz",4767
3160,"zabieram",4766
3161,"reszty",4766
3162,"roy",4763
3163,"okazja",4762
3164,"rogu",4759
3165,"wieki",4757
3166,"gordon",4752
3167,"przyjedzie",4750
3168,"lesie",4746
3169,"ratować",4745
3170,"obiecaj",4745
3171,"cole",4745
3172,"piętro",4742
3173,"zwykły",4741
3174,"dowiemy",4740
3175,"imperium",4738
3176,"weźcie",4737
3177,"nadzieje",4731
3178,"strata",4731
3179,"swą",4730
3180,"nienawidzi",4729
3181,"zaczynaj",4727
3182,"przybył",4723
3183,"ludziach",4721
3184,"zresztą",4721
3185,"klient",4721
3186,"zwierząt",4721
3187,"artykuł",4721
3188,"zgadnij",4718
3189,"beze",4717
3190,"podnieść",4717
3191,"złą",4716
3192,"byc",4716
3193,"złap",4707
3194,"spacer",4705
3195,"przyjechać",4704
3196,"but",4704
3197,"gadaj",4703
3198,"kula",4702
3199,"pozwolił",4701
3200,"wyżej",4701
3201,"typu",4700
3202,"kilometrów",4700
3203,"naszymi",4700
3204,"świadków",4695
3205,"ciele",4694
3206,"szacunek",4692
3207,"sara",4690
3208,"ucieczki",4689
3209,"czarne",4684
3210,"dumna",4681
3211,"zajmiemy",4681
3212,"wytłumaczyć",4680
3213,"nadejdzie",4677
3214,"faktycznie",4676
3215,"czułam",4676
3216,"agenta",4674
3217,"uważajcie",4671
3218,"złych",4671
3219,"przejście",4667
3220,"zapewniam",4666
3221,"prosimy",4666
3222,"takimi",4665
3223,"man",4665
3224,"koledzy",4664
3225,"śmierdzi",4664
3226,"rozumiecie",4662
3227,"miesiącu",4662
3228,"księżyc",4660
3229,"silnik",4660
3230,"Harvey",4658
3231,"Sean",4657
3232,"pomimo",4656
3233,"wiek",4655
3234,"rzeczach",4651
3235,"kurwy",4648
3236,"wezwać",4646
3237,"widzą",4646
3238,"Phil",4643
3239,"I'm",4640
3240,"zamek",4637
3241,"decyzji",4636
3242,"zwolnij",4633
3243,"przyjdą",4632
3244,"dostała",4632
3245,"terenie",4631
3246,"zaczniesz",4628
3247,"fair",4627
3248,"amerykanie",4627
3249,"czarna",4625
3250,"śladów",4623
3251,"gwiazdą",4620
3252,"Molly",4616
3253,"generała",4614
3254,"cycki",4613
3255,"gramy",4612
3256,"przypomnieć",4612
3257,"świętego",4609
3258,"przeczucie",4608
3259,"lecimy",4607
3260,"warunki",4606
3261,"łapy",4605
3262,"niemal",4605
3263,"powrotu",4604
3264,"zabierze",4604
3265,"skończysz",4603
3266,"dzieciaku",4603
3267,"sztuka",4603
3268,"mile",4602
3269,"sprawić",4602
3270,"lepsza",4601
3271,"podobne",4600
3272,"skorzystać",4599
3273,"sekundy",4598
3274,"kot",4598
3275,"Jackie",4598
3276,"rock",4596
3277,"małych",4596
3278,"głośno",4594
3279,"planecie",4593
3280,"gaz",4592
3281,"zaczynają",4591
3282,"szukał",4590
3283,"smutne",4590
3284,"osobiste",4588
3285,"obcy",4585
3286,"czwartek",4582
3287,"wyobraź",4582
3288,"powietrzu",4581
3289,"granicy",4580
3290,"pacjent",4579
3291,"następna",4579
3292,"pojęcie",4579
3293,"tytuł",4578
3294,"usłyszałem",4575
3295,"okulary",4571
3296,"zrozum",4570
3297,"taylor",4570
3298,"zespołu",4569
3299,"trzymał",4568
3300,"wracajcie",4568
3301,"pańskiego",4567
3302,"źródło",4563
3303,"testy",4563
3304,"niewinny",4563
3305,"pali",4562
3306,"kalifornii",4561
3307,"obecność",4561
3308,"wojska",4561
3309,"ilość",4561
3310,"żywy",4555
3311,"bawi",4555
3312,"wolisz",4554
3313,"włóż",4554
3314,"sędzia",4554
3315,"towarzystwo",4552
3316,"zainteresowany",4552
3317,"niemcy",4551
3318,"minął",4551
3319,"pewni",4551
3320,"kochałem",4551
3321,"piętrze",4549
3322,"oszalałeś",4549
3323,"ranka",4549
3324,"głównie",4547
3325,"marzenia",4545
3326,"dowiedział",4545
3327,"sukces",4543
3328,"złożyć",4542
3329,"fajny",4538
3330,"mulder",4537
3331,"zastrzelić",4536
3332,"procent",4536
3333,"doświadczenie",4535
3334,"idioto",4534
3335,"obóz",4529
3336,"grał",4529
3337,"mac",4527
3338,"straciłeś",4526
3339,"zapewnić",4524
3340,"polu",4522
3341,"wyjaśnię",4522
3342,"obiecałem",4518
3343,"nagranie",4518
3344,"wilson",4517
3345,"szansy",4516
3346,"kolacja",4515
3347,"pewną",4515
3348,"picia",4514
3349,"bałagan",4514
3350,"biznes",4514
3351,"zostaliśmy",4511
3352,"kochany",4510
3353,"glina",4509
3354,"uspokoić",4508
3355,"trafił",4508
3356,"skomplikowane",4506
3357,"koń",4506
3358,"wal",4505
3359,"uderzył",4505
3360,"czek",4503
3361,"pas",4500
3362,"płaci",4500
3363,"zrozumiesz",4498
3364,"zostawiła",4498
3365,"sobotę",4497
3366,"przeżył",4496
3367,"św",4496
3368,"nazywać",4496
3369,"połączyć",4494
3370,"wyspy",4491
3371,"wychodzimy",4487
3372,"rzadko",4482
3373,"odwagi",4482
3374,"nazwać",4481
3375,"powoduje",4479
3376,"pozostałych",4478
3377,"jork",4478
3378,"nauki",4469
3379,"zadziała",4468
3380,"pracują",4468
3381,"spadamy",4468
3382,"poznałam",4464
3383,"kule",4463
3384,"myśleliśmy",4463
3385,"pozostaje",4456
3386,"powiedzcie",4455
3387,"stanowisko",4453
3388,"sekundę",4453
3389,"cena",4453
3390,"butelkę",4450
3391,"wyślij",4450
3392,"pańską",4449
3393,"przyszłaś",4444
3394,"wskazuje",4443
3395,"kończyć",4441
3396,"telefony",4437
3397,"bić",4435
3398,"lekarze",4433
3399,"oczami",4433
3400,"zakład",4433
3401,"pożyczyć",4432
3402,"posiada",4432
3403,"długie",4429
3404,"chłopaków",4427
3405,"nosisz",4426
3406,"zapytam",4425
3407,"andrew",4424
3408,"łap",4423
3409,"londynu",4423
3410,"gdyż",4414
3411,"maszyna",4414
3412,"ziemią",4411
3413,"uwierzysz",4411
3414,"przejdzie",4410
3415,"tajne",4409
3416,"aresztować",4408
3417,"pierścień",4406
3418,"dyrektor",4404
3419,"torbę",4404
3420,"mordercą",4403
3421,"wyrzucić",4402
3422,"kupię",4400
3423,"szalone",4399
3424,"barry",4399
3425,"poszli",4398
3426,"zabawić",4398
3427,"miejmy",4395
3428,"skontaktować",4395
3429,"papiery",4391
3430,"laski",4388
3431,"sally",4388
3432,"zaproszenie",4387
3433,"skórę",4386
3434,"dziewczynie",4385
3435,"mięso",4380
3436,"kontrakt",4379
3437,"płacić",4378
3438,"miesiąca",4377
3439,"idealny",4377
3440,"wracasz",4375
3441,"morgan",4374
3442,"johnson",4373
3443,"największy",4372
3444,"zdrowia",4371
3445,"podłodze",4371
3446,"cierpi",4369
3447,"chloe",4368
3448,"morze",4366
3449,"puszczaj",4366
3450,"jajka",4366
3451,"niebezpieczeństwie",4364
3452,"śpisz",4364
3453,"oficjalnie",4363
3454,"zacznijmy",4362
3455,"szczęśliwi",4362
3456,"tez",4362
3457,"zakładam",4361
3458,"stawiam",4360
3459,"głupio",4359
3460,"krzywdy",4357
3461,"draniu",4356
3462,"hollywood",4352
3463,"cudowny",4349
3464,"odwiedź",4349
3465,"zdajesz",4348
3466,"mistrzem",4346
3467,"robili",4344
3468,"wybrał",4344
3469,"powiemy",4343
3470,"kochają",4343
3471,"skurwielu",4341
3472,"doświadczenia",4340
3473,"kota",4340
3474,"zasięgu",4340
3475,"jeździć",4338
3476,"gorsze",4338
3477,"pracą",4337
3478,"przesłuchanie",4333
3479,"śladu",4332
3480,"ślad",4330
3481,"dojść",4330
3482,"zajmujesz",4329
3483,"prawem",4326
3484,"fred",4325
3485,"major",4324
3486,"frankie",4324
3487,"zgłoś",4323
3488,"wrogów",4321
3489,"duchy",4321
3490,"el",4321
3491,"big",4321
3492,"osiągnąć",4315
3493,"środki",4315
3494,"poradzisz",4313
3495,"głosu",4313
3496,"jadą",4311
3497,"pustyni",4309
3498,"pokaże",4309
3499,"morza",4308
3500,"światem",4306
3501,"dupsko",4306
3502,"kolega",4303
3503,"choroba",4300
3504,"wygrał",4298
3505,"is",4298
3506,"poszukać",4294
3507,"prosiłem",4293
3508,"słyszycie",4293
3509,"odpowiedzialność",4293
3510,"poprosił",4290
3511,"all",4289
3512,"niebezpieczeństwo",4288
3513,"piosenka",4287
3514,"liz",4285
3515,"umiejętności",4284
3516,"pacjenta",4282
3517,"ostrzec",4282
3518,"postaram",4282
3519,"wyrok",4281
3520,"romans",4281
3521,"kilo",4279
3522,"gardło",4279
3523,"prace",4278
3524,"skurwiel",4278
3525,"odbierz",4277
3526,"wchodź",4276
3527,"pytać",4275
3528,"dłoń",4274
3529,"choroby",4274
3530,"porozmawiajmy",4273
3531,"agentem",4270
3532,"zabójstwo",4270
3533,"dwoma",4269
3534,"lekarstwo",4267
3535,"wchodzić",4266
3536,"rozwiązać",4266
3537,"lily",4260
3538,"rick",4259
3539,"dostaliśmy",4259
3540,"pachnie",4258
3541,"frodo",4257
3542,"nogami",4256
3543,"odpuść",4256
3544,"jersey",4254
3545,"najwyższy",4254
3546,"czuł",4253
3547,"płacz",4253
3548,"katie",4252
3549,"pieprzona",4252
3550,"be",4252
3551,"poczujesz",4251
3552,"zostaniemy",4250
3553,"zaczęli",4246
3554,"babciu",4244
3555,"punktów",4243
3556,"zwierzę",4237
3557,"partner",4235
3558,"meczu",4234
3559,"forsa",4233
3560,"stworzyć",4232
3561,"wróg",4232
3562,"lou",4231
3563,"kochamy",4230
3564,"firmę",4230
3565,"kapelusz",4229
3566,"tyler",4229
3567,"zagrożenie",4228
3568,"żarty",4227
3569,"spodziewałem",4227
3570,"zasługuje",4225
3571,"zapomnę",4225
3572,"każ",4224
3573,"zamknięta",4217
3574,"parker",4213
3575,"ulubiony",4211
3576,"zajmuję",4208
3577,"wrota",4208
3578,"tatę",4207
3579,"pacjentów",4207
3580,"lady",4206
3581,"maggie",4206
3582,"załatw",4201
3583,"świadkiem",4197
3584,"klienta",4196
3585,"natury",4195
3586,"byście",4195
3587,"tamtym",4195
3588,"doug",4195
3589,"wyraźnie",4194
3590,"specjalne",4194
3591,"twardy",4193
3592,"kupę",4191
3593,"bogaty",4190
3594,"któregoś",4189
3595,"doskonały",4189
3596,"numery",4188
3597,"most",4188
3598,"choćby",4187
3599,"roger",4187
3600,"wpływ",4185
3601,"cudem",4184
3602,"głównym",4181
3603,"pytaj",4181
3604,"przeszkadzam",4179
3605,"lody",4178
3606,"dokonać",4178
3607,"liczba",4178
3608,"bohater",4178
3609,"gorąca",4177
3610,"yo",4177
3611,"kobiecie",4176
3612,"niektórych",4176
3613,"Edward",4174
3614,"niezupełnie",4173
3615,"paryża",4167
3616,"leć",4166
3617,"panienko",4166
3618,"stół",4165
3619,"zapraszam",4164
3620,"st",4163
3621,"pomagać",4162
3622,"pożegnać",4161
3623,"rozmawiałeś",4160
3624,"dowiedziałem",4159
3625,"źródła",4159
3626,"przyniosłem",4158
3627,"mleko",4158
3628,"baru",4157
3629,"wtorek",4155
3630,"pamiętajcie",4155
3631,"trzeciej",4155
3632,"przyjęcia",4154
3633,"głodu",4153
3634,"rzucił",4152
3635,"głodna",4152
3636,"rozmawiałam",4150
3637,"podjąć",4149
3638,"chcielibyśmy",4148
3639,"zadzwoni",4147
3640,"bolało",4145
3641,"jakichś",4145
3642,"chcieć",4143
3643,"dużego",4139
3644,"linię",4136
3645,"opowieść",4135
3646,"konto",4133
3647,"obiekt",4132
3648,"dłoni",4131
3649,"bezpieczni",4131
3650,"porozmawiam",4131
3651,"mili",4128
3652,"wsparcia",4127
3653,"poznaliśmy",4126
3654,"pomysły",4125
3655,"opowiem",4124
3656,"dziewczyno",4122
3657,"typ",4121
3658,"płaszcz",4121
3659,"ho",4120
3660,"dziwką",4117
3661,"powody",4115
3662,"dean",4114
3663,"Francisco",4113
3664,"warta",4108
3665,"wejdzie",4107
3666,"bal",4106
3667,"wyjdziemy",4106
3668,"dusza",4105
3669,"kazałem",4104
3670,"okręt",4104
3671,"kup",4104
3672,"ukraść",4103
3673,"mówicie",4102
3674,"powtórzyć",4102
3675,"mr",4101
3676,"ofiarą",4101
3677,"samemu",4101
3678,"pola",4100
3679,"pomyślał",4100
3680,"uratował",4097
3681,"dojdzie",4097
3682,"howard",4097
3683,"zapomniał",4093
3684,"armię",4092
3685,"umowy",4092
3686,"huh",4092
3687,"praktycznie",4091
3688,"trafić",4091
3689,"próbują",4088
3690,"Buffy",4088
3691,"opuścił",4087
3692,"przyjąłem",4087
3693,"ruszajcie",4085
3694,"miliona",4083
3695,"victor",4083
3696,"linia",4081
3697,"dzwoniła",4080
3698,"zarobić",4080
3699,"komputera",4079
3700,"kawałków",4079
3701,"pocałować",4077
3702,"kłamstwa",4075
3703,"odnośnie",4074
3704,"szampana",4074
3705,"laska",4073
3706,"adwokata",4073
